0.01,50,33.333333333333336
0.01,100,33.333333333333336
0.01,150,36.0
0.01,200,46.0
0.01,250,56.0
0.01,300,60.666666666666664
0.01,350,69.33333333333333
0.01,400,68.66666666666667
0.01,450,68.66666666666667
0.01,500,70.0
0.01,550,76.66666666666667
0.01,600,74.0
0.01,650,90.0
0.01,700,92.66666666666667
0.01,750,95.33333333333333
0.04,50,33.333333333333336
0.04,100,46.0
0.04,150,34.0
0.04,200,37.333333333333336
0.04,250,48.0
0.04,300,77.33333333333333
0.04,350,79.33333333333333
0.04,400,94.0
0.04,450,94.0
0.04,500,95.33333333333333
0.04,550,95.33333333333333
0.04,600,96.0
0.04,650,96.0
0.04,700,96.0
0.04,750,96.0
0.06999999999999999,50,33.333333333333336
0.06999999999999999,100,33.333333333333336
0.06999999999999999,150,36.0
0.06999999999999999,200,48.0
0.06999999999999999,250,78.0
0.06999999999999999,300,84.66666666666667
0.06999999999999999,350,94.0
0.06999999999999999,400,94.0
0.06999999999999999,450,95.33333333333333
0.06999999999999999,500,95.33333333333333
0.06999999999999999,550,96.0
0.06999999999999999,600,96.0
0.06999999999999999,650,96.0
0.06999999999999999,700,96.0
0.06999999999999999,750,96.0
0.09999999999999999,50,33.333333333333336
0.09999999999999999,100,33.333333333333336
0.09999999999999999,150,34.0
0.09999999999999999,200,57.333333333333336
0.09999999999999999,250,80.66666666666667
0.09999999999999999,300,91.33333333333333
0.09999999999999999,350,93.33333333333333
0.09999999999999999,400,94.66666666666667
0.09999999999999999,450,96.0
0.09999999999999999,500,96.0
0.09999999999999999,550,96.0
0.09999999999999999,600,96.0
0.09999999999999999,650,96.0
0.09999999999999999,700,96.0
0.09999999999999999,750,96.0
0.13,50,33.333333333333336
0.13,100,33.333333333333336
0.13,150,33.333333333333336
0.13,200,56.0
0.13,250,82.66666666666667
0.13,300,91.33333333333333
0.13,350,94.0
0.13,400,94.66666666666667
0.13,450,88.0
0.13,500,96.0
0.13,550,96.0
0.13,600,96.0
0.13,650,96.0
0.13,700,96.0
0.13,750,95.33333333333333
0.16,50,33.333333333333336
0.16,100,33.333333333333336
0.16,150,38.0
0.16,200,62.0
0.16,250,84.0
0.16,300,92.0
0.16,350,94.0
0.16,400,95.33333333333333
0.16,450,95.33333333333333
0.16,500,96.0
0.16,550,94.0
0.16,600,95.33333333333333
0.16,650,96.0
0.16,700,95.33333333333333
0.16,750,95.33333333333333
0.19,50,33.333333333333336
0.19,100,33.333333333333336
0.19,150,42.0
0.19,200,71.33333333333333
0.19,250,89.33333333333333
0.19,300,92.0
0.19,350,90.0
0.19,400,96.0
0.19,450,93.33333333333333
0.19,500,94.66666666666667
0.19,550,95.33333333333333
0.19,600,96.0
0.19,650,94.0
0.19,700,95.33333333333333
0.19,750,96.0
